,Open,High,Low,Close,Volume,Timestamp
1343,963.6580200195312,1003.0800170898438,958.698974609375,998.3250122070312,147775008.0,1483315199
1344,998.6170043945312,1031.3900146484375,996.7020263671876,1021.75,222184992.0,1483401599
1345,1021.5999755859376,1044.0799560546875,1021.5999755859376,1043.8399658203125,185168000.0,1483487999
1346,1044.4000244140625,1159.4200439453125,1044.4000244140625,1154.72998046875,344945984.0,1483574399
1347,1156.72998046875,1191.0999755859375,910.4169921875,1013.3800048828124,510199008.0,1483660799
1348,1014.239990234375,1046.81005859375,883.9439697265625,902.2009887695312,351876000.0,1483747199
1349,903.4869995117188,908.5850219726562,823.5560302734375,908.5850219726562,279550016.0,1483833599
1350,908.1749877929688,942.7239990234376,887.2490234375,911.198974609375,158715008.0,1483919999
1351,913.2440185546876,913.6859741210938,879.8070068359375,902.8280029296876,141876992.0,1484006399
1352,902.4400024414062,914.8729858398438,901.0599975585938,907.6790161132812,115808000.0,1484092799
1353,908.114990234375,919.447998046875,762.7650146484375,777.7570190429688,310928992.0,1484179199
1354,775.177978515625,826.2459716796875,755.7559814453125,804.833984375,222326000.0,1484265599
1355,803.7369995117188,829.0009765625,780.0029907226562,823.9840087890625,168968000.0,1484351999
1356,825.1420288085938,835.0850219726562,812.4559936523438,818.4119873046875,93063296.0,1484438399
1357,818.1420288085938,823.3070068359375,812.8709716796875,821.7979736328125,71013600.0,1484524799
1358,821.7830200195312,834.530029296875,820.27099609375,831.5339965820312,82755200.0,1484611199
1359,830.9459838867188,910.5609741210938,830.7960205078125,907.93798828125,155095008.0,1484697599
1360,909.3729858398438,917.4990234375,858.3040161132812,886.6179809570312,225676992.0,1484783999
1361,888.3350219726562,904.614013671875,884.3380126953125,899.072998046875,105625000.0,1484870399
1362,898.1719970703125,899.3980102539062,887.0079956054688,895.0260009765625,86728400.0,1484956799
1363,895.5490112304688,927.3670043945312,895.5349731445312,921.7890014648438,111158000.0,1485043199
1364,922.2050170898438,937.5250244140624,897.5640258789062,924.6729736328124,116573000.0,1485129599
1365,925.4990234375,928.2659912109376,916.7379760742188,921.0120239257812,73588600.0,1485215999
1366,910.677001953125,924.14501953125,892.2860107421875,892.68701171875,111349000.0,1485302399
1367,891.9240112304688,903.2520141601562,891.68701171875,901.5419921875,120831000.0,1485388799
1368,902.39501953125,919.3259887695312,902.2239990234376,917.5859985351562,131958000.0,1485475199
1369,918.3590087890624,923.2230224609376,915.8460083007812,919.75,125594000.0,1485561599
1370,919.8109741210938,923.9110107421876,919.8109741210938,921.5900268554688,68979600.0,1485647999
1371,922.0670166015624,923.4180297851562,919.1480102539062,919.4959716796876,60851700.0,1485734399
1372,920.1510009765624,923.0479736328124,919.4739990234376,920.3820190429688,78227296.0,1485820799
1373,920.958984375,972.0189819335938,920.958984375,970.4030151367188,164582000.0,1485907199
1374,970.9409790039062,989.114013671875,970.7420043945312,989.0230102539062,150110000.0,1485993599
1375,990.0009765625,1013.52001953125,983.2210083007812,1011.7999877929688,145820992.0,1486079999
1376,1011.4600219726562,1033.8699951171875,1008.7899780273438,1029.9100341796875,201278000.0,1486166399
1377,1031.3299560546875,1045.9000244140625,1015.1599731445312,1042.9000244140625,155064000.0,1486252799
1378,1043.52001953125,1043.6300048828125,1022.3699951171876,1027.3399658203125,114208000.0,1486339199
1379,1028.4000244140625,1044.6400146484375,1028.1600341796875,1038.1500244140625,111762000.0,1486425599
1380,1040.1400146484375,1061.9300537109375,1040.1400146484375,1061.3499755859375,146007008.0,1486511999
1381,1062.3199462890625,1078.969970703125,1037.489990234375,1063.0699462890625,201855008.0,1486598399
1382,1064.699951171875,1088.989990234375,953.343994140625,994.3829956054688,407220000.0,1486684799
1383,995.6320190429688,998.905029296875,946.6909790039062,988.6740112304688,190452000.0,1486771199
1384,988.8980102539062,1009.2899780273438,982.8300170898438,1004.4500122070312,102261000.0,1486857599
1385,1003.52001953125,1004.760009765625,996.9210205078124,999.1810302734376,67530000.0,1486943999
1386,998.885009765625,1002.0999755859376,976.0020141601562,990.6420288085938,100607000.0,1487030399
1387,991.7349853515624,1011.510009765625,986.4710083007812,1004.5499877929688,137946000.0,1487116799
1388,1006.2100219726562,1008.8400268554688,1001.5800170898438,1007.47998046875,89759400.0,1487203199
1389,1007.6500244140624,1033.3699951171875,1007.6500244140624,1027.43994140625,122277000.0,1487289599
1390,1026.1199951171875,1053.1700439453125,1025.6400146484375,1046.2099609375,136474000.0,1487375999
1391,1049.2099609375,1061.0999755859375,1046.9599609375,1054.4200439453125,99073504.0,1487462399
1392,1054.760009765625,1056.81005859375,1043.4599609375,1047.8699951171875,77423296.0,1487548799
1393,1048.68994140625,1080.489990234375,1041.68994140625,1079.97998046875,109478000.0,1487635199
1394,1079.280029296875,1117.25,1076.9300537109375,1115.300048828125,186868992.0,1487721599
1395,1114.800048828125,1125.3900146484375,1100.550048828125,1117.43994140625,136100000.0,1487807999
1396,1117.27001953125,1176.6199951171875,1116.9599609375,1166.719970703125,189454000.0,1487894399
1397,1172.7099609375,1200.3900146484375,1131.9599609375,1173.6800537109375,330759008.0,1487980799
1398,1170.4100341796875,1174.8499755859375,1124.5899658203125,1143.8399658203125,139960992.0,1488067199
1399,1144.27001953125,1167.469970703125,1130.199951171875,1165.199951171875,116486000.0,1488153599
1400,1163.780029296875,1181.97998046875,1163.3800048828125,1179.969970703125,131570000.0,1488239999
1401,1180.719970703125,1193.25,1171.8199462890625,1179.969970703125,184956000.0,1488326399
1402,1180.0400390625,1222.5,1179.68994140625,1222.5,229056992.0,1488412799
1403,1224.6800537109375,1262.1300048828125,1215.6199951171875,1251.010009765625,368275008.0,1488499199
1404,1250.7099609375,1280.31005859375,1250.7099609375,1274.989990234375,315739008.0,1488585599
1405,1277.4300537109375,1279.4000244140625,1230.510009765625,1255.1500244140625,183270000.0,1488671999
1406,1254.2900390625,1267.2900390625,1238.06005859375,1267.1199951171875,134127000.0,1488758399
1407,1267.469970703125,1276.0,1264.5999755859375,1272.8299560546875,153656992.0,1488844799
1408,1273.2099609375,1275.550048828125,1204.800048828125,1223.5400390625,291256000.0,1488931199
1409,1223.22998046875,1232.1600341796875,1148.0799560546875,1150.0,332603008.0,1489017599
1410,1150.3499755859375,1197.4599609375,1141.22998046875,1188.489990234375,212283008.0,1489103999
1411,1189.3599853515625,1270.469970703125,1077.25,1116.719970703125,563795968.0,1489190399
1412,1116.3199462890625,1193.8299560546875,1116.3199462890625,1175.8299560546875,283320000.0,1489276799
1413,1176.6199951171875,1226.97998046875,1175.3599853515625,1221.3800048828125,227176000.0,1489363199
1414,1221.780029296875,1237.3699951171875,1217.030029296875,1231.9200439453125,380276992.0,1489449599
1415,1232.1600341796875,1244.81005859375,1220.719970703125,1240.0,245306000.0,1489535999
1416,1240.1600341796875,1251.6099853515625,1239.75,1249.6099853515625,297804992.0,1489622399
1417,1251.3299560546875,1257.97998046875,1152.43994140625,1187.81005859375,638568000.0,1489708799
1418,1180.1600341796875,1180.1600341796875,1099.5699462890625,1100.22998046875,706598976.0,1489795199
1419,1099.68994140625,1114.0699462890625,957.655029296875,973.8179931640624,621302016.0,1489881599
1420,976.72998046875,1069.9100341796875,976.72998046875,1036.739990234375,406648000.0,1489967999
1421,1037.239990234375,1063.030029296875,1036.6800537109375,1054.22998046875,286529984.0,1490054399
1422,1055.3599853515625,1122.4300537109375,1055.3599853515625,1120.5400390625,337391008.0,1490140799
1423,1120.6500244140625,1120.6500244140625,1014.2100219726562,1049.1400146484375,380840992.0,1490227199
1424,1050.050048828125,1058.010009765625,1028.9300537109375,1038.5899658203125,248540000.0,1490313599
1425,1038.449951171875,1040.469970703125,934.3579711914062,937.52001953125,491038016.0,1490399999
1426,936.5399780273438,975.760986328125,903.7130126953124,972.7789916992188,435803008.0,1490486399
1427,974.0150146484376,1007.9600219726562,954.1859741210938,966.7249755859376,303668000.0,1490572799
1428,972.0549926757812,1046.4000244140625,971.9840087890624,1045.77001953125,372535008.0,1490659199
1429,1044.5799560546875,1064.6500244140625,1027.72998046875,1047.1500244140625,326332000.0,1490745599
